answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Worse than today,43.0,73.0,president,Life for the next generation of Americans will be:,62,Iowa,Trump
Worse than today,43.0,2.0,president,Life for the next generation of Americans will be:,62,Iowa,Johnson
Worse than today,43.0,,president,Life for the next generation of Americans will be:,62,Iowa,Stein
Worse than today,43.0,1.0,president,Life for the next generation of Americans will be:,62,Iowa,Other/No Answer
About the same,31.0,56.0,president,Life for the next generation of Americans will be:,62,Iowa,Clinton
About the same,31.0,38.0,president,Life for the next generation of Americans will be:,62,Iowa,Trump
About the same,31.0,5.0,president,Life for the next generation of Americans will be:,62,Iowa,Johnson
About the same,31.0,0.0,president,Life for the next generation of Americans will be:,62,Iowa,Stein
About the same,31.0,1.0,president,Life for the next generation of Americans will be:,62,Iowa,Other/No Answer
Only Clinton,13.0,88.0,president,Did any campaign contact you?,63,Iowa,Clinton
Only Clinton,13.0,11.0,president,Did any campaign contact you?,63,Iowa,Trump
Only Clinton,13.0,1.0,president,Did any campaign contact you?,63,Iowa,Other/No Answer
Only Trump,8.0,,president,Did any campaign contact you?,63,Iowa,Clinton
Only Trump,8.0,,president,Did any campaign contact you?,63,Iowa,Trump
Only Trump,8.0,,president,Did any campaign contact you?,63,Iowa,Other/No Answer
Both,15.0,42.0,president,Did any campaign contact you?,63,Iowa,Clinton
Both,15.0,53.0,president,Did any campaign contact you?,63,Iowa,Trump
Both,15.0,5.0,president,Did any campaign contact you?,63,Iowa,Other/No Answer
Neither,61.0,37.0,president,Did any campaign contact you?,63,Iowa,Clinton
Neither,61.0,58.0,president,Did any campaign contact you?,63,Iowa,Trump
Neither,61.0,5.0,president,Did any campaign contact you?,63,Iowa,Other/No Answer
Yes,27.0,63.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Clinton
Yes,27.0,33.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Trump
Yes,27.0,4.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Other/No Answer
No,69.0,33.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Clinton
No,69.0,63.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Trump
No,69.0,4.0,president,Were you contacted by the Clinton campaign?,64,Iowa,Other/No Answer
Yes,23.0,28.0,president,Were you contacted by the Trump campaign?,65,Iowa,Clinton
Yes,23.0,69.0,president,Were you contacted by the Trump campaign?,65,Iowa,Trump
Yes,23.0,3.0,president,Were you contacted by the Trump campaign?,65,Iowa,Other/No Answer
No,73.0,46.0,president,Were you contacted by the Trump campaign?,65,Iowa,Clinton
No,73.0,50.0,president,Were you contacted by the Trump campaign?,65,Iowa,Trump
No,73.0,4.0,president,Were you contacted by the Trump campaign?,65,Iowa,Other/No Answer
Clinton,45.0,96.0,president,Vote for president in a two-way race,66,Iowa,Clinton
Clinton,45.0,1.0,president,Vote for president in a two-way race,66,Iowa,Trump
Clinton,45.0,3.0,president,Vote for president in a two-way race,66,Iowa,Other/No Answer
Trump,52.0,1.0,president,Vote for president in a two-way race,66,Iowa,Clinton
Trump,52.0,98.0,president,Vote for president in a two-way race,66,Iowa,Trump
Trump,52.0,1.0,president,Vote for president in a two-way race,66,Iowa,Other/No Answer
Would not vote,3.0,,president,Vote for president in a two-way race,66,Iowa,Clinton
Would not vote,3.0,,president,Vote for president in a two-way race,66,Iowa,Trump
Would not vote,3.0,,president,Vote for president in a two-way race,66,Iowa,Other/No Answer
Urban area,28.0,57.0,president,Area type,67,Iowa,Clinton
Urban area,28.0,37.0,president,Area type,67,Iowa,Trump
Urban area,28.0,6.0,president,Area type,67,Iowa,Other/No Answer
Suburban area,33.0,42.0,president,Area type,67,Iowa,Clinton
Suburban area,33.0,51.0,president,Area type,67,Iowa,Trump
Suburban area,33.0,7.0,president,Area type,67,Iowa,Other/No Answer
Rural area,39.0,33.0,president,Area type,67,Iowa,Clinton
Rural area,39.0,63.0,president,Area type,67,Iowa,Trump
Rural area,39.0,4.0,president,Area type,67,Iowa,Other/No Answer
Eastern Iowa,24.0,50.0,president,Region,68,Iowa,Clinton
Eastern Iowa,24.0,45.0,president,Region,68,Iowa,Trump
Eastern Iowa,24.0,2.0,president,Region,68,Iowa,Johnson
Eastern Iowa,24.0,2.0,president,Region,68,Iowa,Stein
Eastern Iowa,24.0,1.0,president,Region,68,Iowa,Other/No Answer
East Central Iowa,19.0,41.0,president,Region,68,Iowa,Clinton
East Central Iowa,19.0,52.0,president,Region,68,Iowa,Trump
East Central Iowa,19.0,3.0,president,Region,68,Iowa,Johnson
East Central Iowa,19.0,3.0,president,Region,68,Iowa,Stein
East Central Iowa,19.0,1.0,president,Region,68,Iowa,Other/No Answer
Des Moines Area,24.0,51.0,president,Region,68,Iowa,Clinton
Des Moines Area,24.0,40.0,president,Region,68,Iowa,Trump
Des Moines Area,24.0,6.0,president,Region,68,Iowa,Johnson
Des Moines Area,24.0,2.0,president,Region,68,Iowa,Stein
Des Moines Area,24.0,1.0,president,Region,68,Iowa,Other/No Answer
Central Iowa,16.0,34.0,president,Region,68,Iowa,Clinton
Central Iowa,16.0,63.0,president,Region,68,Iowa,Trump
Central Iowa,16.0,1.0,president,Region,68,Iowa,Johnson
Central Iowa,16.0,,president,Region,68,Iowa,Stein
Central Iowa,16.0,2.0,president,Region,68,Iowa,Other/No Answer
Western Iowa,16.0,28.0,president,Region,68,Iowa,Clinton
Western Iowa,16.0,67.0,president,Region,68,Iowa,Trump
Western Iowa,16.0,2.0,president,Region,68,Iowa,Johnson
Western Iowa,16.0,0.0,president,Region,68,Iowa,Stein
Western Iowa,16.0,3.0,president,Region,68,Iowa,Other/No Answer
Male,48.0,32.0,senate,Gender,0,Iowa,Judge
Male,48.0,66.0,senate,Gender,0,Iowa,Grassley
Male,48.0,2.0,senate,Gender,0,Iowa,Other/No Answer
Female,52.0,41.0,senate,Gender,0,Iowa,Judge
Female,52.0,56.0,senate,Gender,0,Iowa,Grassley
Female,52.0,3.0,senate,Gender,0,Iowa,Other/No Answer
18-29,17.0,34.0,senate,Age,1,Iowa,Judge
18-29,17.0,64.0,senate,Age,1,Iowa,Grassley
18-29,17.0,2.0,senate,Age,1,Iowa,Other/No Answer
30-44,23.0,33.0,senate,Age,1,Iowa,Judge
30-44,23.0,63.0,senate,Age,1,Iowa,Grassley
30-44,23.0,4.0,senate,Age,1,Iowa,Other/No Answer
45-64,38.0,38.0,senate,Age,1,Iowa,Judge
45-64,38.0,59.0,senate,Age,1,Iowa,Grassley
45-64,38.0,3.0,senate,Age,1,Iowa,Other/No Answer
65 and older,23.0,40.0,senate,Age,1,Iowa,Judge
65 and older,23.0,59.0,senate,Age,1,Iowa,Grassley
65 and older,23.0,1.0,senate,Age,1,Iowa,Other/No Answer
18-24,9.0,36.0,senate,Age,2,Iowa,Judge
18-24,9.0,62.0,senate,Age,2,Iowa,Grassley
18-24,9.0,2.0,senate,Age,2,Iowa,Other/No Answer
25-29,7.0,31.0,senate,Age,2,Iowa,Judge
25-29,7.0,67.0,senate,Age,2,Iowa,Grassley
25-29,7.0,2.0,senate,Age,2,Iowa,Other/No Answer
30-39,16.0,35.0,senate,Age,2,Iowa,Judge
30-39,16.0,60.0,senate,Age,2,Iowa,Grassley
30-39,16.0,5.0,senate,Age,2,Iowa,Other/No Answer
40-49,16.0,31.0,senate,Age,2,Iowa,Judge
40-49,16.0,65.0,senate,Age,2,Iowa,Grassley
40-49,16.0,4.0,senate,Age,2,Iowa,Other/No Answer
50-64,29.0,39.0,senate,Age,2,Iowa,Judge
50-64,29.0,58.0,senate,Age,2,Iowa,Grassley
50-64,29.0,3.0,senate,Age,2,Iowa,Other/No Answer
65 and older,23.0,40.0,senate,Age,2,Iowa,Judge
65 and older,23.0,59.0,senate,Age,2,Iowa,Grassley
65 and older,23.0,1.0,senate,Age,2,Iowa,Other/No Answer
18-44,40.0,34.0,senate,Age,3,Iowa,Judge
18-44,40.0,63.0,senate,Age,3,Iowa,Grassley
18-44,40.0,3.0,senate,Age,3,Iowa,Other/No Answer
45 and older,60.0,39.0,senate,Age,3,Iowa,Judge
45 and older,60.0,59.0,senate,Age,3,Iowa,Grassley
45 and older,60.0,2.0,senate,Age,3,Iowa,Other/No Answer
White,91.0,35.0,senate,Race,4,Iowa,Judge
White,91.0,63.0,senate,Race,4,Iowa,Grassley
White,91.0,2.0,senate,Race,4,Iowa,Other/No Answer
Black,2.0,,senate,Race,4,Iowa,Judge
Black,2.0,,senate,Race,4,Iowa,Grassley
Black,2.0,,senate,Race,4,Iowa,Other/No Answer
Latino,5.0,,senate,Race,4,Iowa,Judge
Latino,5.0,,senate,Race,4,Iowa,Grassley
Latino,5.0,,senate,Race,4,Iowa,Other/No Answer
Asian,1.0,,senate,Race,4,Iowa,Judge
Asian,1.0,,senate,Race,4,Iowa,Grassley
Asian,1.0,,senate,Race,4,Iowa,Other/No Answer
Other race,2.0,,senate,Race,4,Iowa,Judge
Other race,2.0,,senate,Race,4,Iowa,Grassley
Other race,2.0,,senate,Race,4,Iowa,Other/No Answer
White,91.0,35.0,senate,Race,5,Iowa,Judge
White,91.0,63.0,senate,Race,5,Iowa,Grassley
White,91.0,2.0,senate,Race,5,Iowa,Other/No Answer
Non-white,9.0,56.0,senate,Race,5,Iowa,Judge
Non-white,9.0,39.0,senate,Race,5,Iowa,Grassley
Non-white,9.0,5.0,senate,Race,5,Iowa,Other/No Answer
White men,43.0,29.0,senate,Race and gender,6,Iowa,Judge
White men,43.0,69.0,senate,Race and gender,6,Iowa,Grassley
White men,43.0,2.0,senate,Race and gender,6,Iowa,Other/No Answer
White women,48.0,40.0,senate,Race and gender,6,Iowa,Judge
White women,48.0,58.0,senate,Race and gender,6,Iowa,Grassley
White women,48.0,2.0,senate,Race and gender,6,Iowa,Other/No Answer
Black men,1.0,,senate,Race and gender,6,Iowa,Judge
Black men,1.0,,senate,Race and gender,6,Iowa,Grassley
Black men,1.0,,senate,Race and gender,6,Iowa,Other/No Answer
Black women,1.0,,senate,Race and gender,6,Iowa,Judge
Black women,1.0,,senate,Race and gender,6,Iowa,Grassley
Black women,1.0,,senate,Race and gender,6,Iowa,Other/No Answer
Latino men,2.0,,senate,Race and gender,6,Iowa,Judge
Latino men,2.0,,senate,Race and gender,6,Iowa,Grassley
Latino men,2.0,,senate,Race and gender,6,Iowa,Other/No Answer
Latino women,2.0,,senate,Race and gender,6,Iowa,Judge
Latino women,2.0,,senate,Race and gender,6,Iowa,Grassley
Latino women,2.0,,senate,Race and gender,6,Iowa,Other/No Answer
Others,2.0,,senate,Race and gender,6,Iowa,Judge
Others,2.0,,senate,Race and gender,6,Iowa,Grassley
Others,2.0,,senate,Race and gender,6,Iowa,Other/No Answer
High school or less,23.0,38.0,senate,Education,7,Iowa,Judge
High school or less,23.0,60.0,senate,Education,7,Iowa,Grassley
High school or less,23.0,2.0,senate,Education,7,Iowa,Other/No Answer
Some college,33.0,34.0,senate,Education,7,Iowa,Judge
Some college,33.0,63.0,senate,Education,7,Iowa,Grassley
Some college,33.0,3.0,senate,Education,7,Iowa,Other/No Answer
College graduate,30.0,34.0,senate,Education,7,Iowa,Judge
College graduate,30.0,63.0,senate,Education,7,Iowa,Grassley
College graduate,30.0,3.0,senate,Education,7,Iowa,Other/No Answer
Postgraduate,14.0,48.0,senate,Education,7,Iowa,Judge
Postgraduate,14.0,48.0,senate,Education,7,Iowa,Grassley
Postgraduate,14.0,4.0,senate,Education,7,Iowa,Other/No Answer
Yes,44.0,39.0,senate,Are you a college graduate?,8,Iowa,Judge
Yes,44.0,59.0,senate,Are you a college graduate?,8,Iowa,Grassley
Yes,44.0,2.0,senate,Are you a college graduate?,8,Iowa,Other/No Answer
No,56.0,35.0,senate,Are you a college graduate?,8,Iowa,Judge
No,56.0,62.0,senate,Are you a college graduate?,8,Iowa,Grassley
No,56.0,3.0,senate,Are you a college graduate?,8,Iowa,Other/No Answer
White college graduates,41.0,37.0,senate,Education and race,9,Iowa,Judge
White college graduates,41.0,60.0,senate,Education and race,9,Iowa,Grassley
White college graduates,41.0,3.0,senate,Education and race,9,Iowa,Other/No Answer
Whites no degree,50.0,33.0,senate,Education and race,9,Iowa,Judge
Whites no degree,50.0,64.0,senate,Education and race,9,Iowa,Grassley
Whites no degree,50.0,3.0,senate,Education and race,9,Iowa,Other/No Answer
Non-whites college grads,3.0,,senate,Education and race,9,Iowa,Judge
Non-whites college grads,3.0,,senate,Education and race,9,Iowa,Grassley
Non-whites college grads,3.0,,senate,Education and race,9,Iowa,Other/No Answer
Non-whites no degree,6.0,56.0,senate,Education and race,9,Iowa,Judge
Non-whites no degree,6.0,39.0,senate,Education and race,9,Iowa,Grassley
Non-whites no degree,6.0,5.0,senate,Education and race,9,Iowa,Other/No Answer
White college-grad women,23.0,45.0,senate,Education among whites by sex,10,Iowa,Judge
White college-grad women,23.0,53.0,senate,Education among whites by sex,10,Iowa,Grassley
White college-grad women,23.0,2.0,senate,Education among whites by sex,10,Iowa,Other/No Answer
White non-college women,25.0,37.0,senate,Education among whites by sex,10,Iowa,Judge
White non-college women,25.0,61.0,senate,Education among whites by sex,10,Iowa,Grassley
White non-college women,25.0,2.0,senate,Education among whites by sex,10,Iowa,Other/No Answer
White college-grad men,18.0,28.0,senate,Education among whites by sex,10,Iowa,Judge
White college-grad men,18.0,69.0,senate,Education among whites by sex,10,Iowa,Grassley
White college-grad men,18.0,3.0,senate,Education among whites by sex,10,Iowa,Other/No Answer
White non-college men,25.0,30.0,senate,Education among whites by sex,10,Iowa,Judge
White non-college men,25.0,68.0,senate,Education among whites by sex,10,Iowa,Grassley
White non-college men,25.0,2.0,senate,Education among whites by sex,10,Iowa,Other/No Answer
Non-whites,9.0,55.0,senate,Education among whites by sex,10,Iowa,Judge
Non-whites,9.0,40.0,senate,Education among whites by sex,10,Iowa,Grassley
Non-whites,9.0,5.0,senate,Education among whites by sex,10,Iowa,Other/No Answer
"Under $30,000",14.0,51.0,senate,Income,11,Iowa,Judge
"Under $30,000",14.0,45.0,senate,Income,11,Iowa,Grassley
"Under $30,000",14.0,4.0,senate,Income,11,Iowa,Other/No Answer
"$30K-$49,999",22.0,50.0,senate,Income,11,Iowa,Judge
"$30K-$49,999",22.0,47.0,senate,Income,11,Iowa,Grassley
"$30K-$49,999",22.0,3.0,senate,Income,11,Iowa,Other/No Answer
"$50K-$99,999",36.0,35.0,senate,Income,11,Iowa,Judge
"$50K-$99,999",36.0,62.0,senate,Income,11,Iowa,Grassley
"$50K-$99,999",36.0,3.0,senate,Income,11,Iowa,Other/No Answer
"$100K-$199,999",21.0,39.0,senate,Income,11,Iowa,Judge
"$100K-$199,999",21.0,58.0,senate,Income,11,Iowa,Grassley
"$100K-$199,999",21.0,3.0,senate,Income,11,Iowa,Other/No Answer
"$200K-$249,999",4.0,,senate,Income,11,Iowa,Judge
"$200K-$249,999",4.0,,senate,Income,11,Iowa,Grassley
"$200K-$249,999",4.0,,senate,Income,11,Iowa,Other/No Answer
"$250,000 or more",3.0,,senate,Income,11,Iowa,Judge
"$250,000 or more",3.0,,senate,Income,11,Iowa,Grassley
"$250,000 or more",3.0,,senate,Income,11,Iowa,Other/No Answer
Under $50K,36.0,50.0,senate,Income,12,Iowa,Judge
Under $50K,36.0,46.0,senate,Income,12,Iowa,Grassley
Under $50K,36.0,4.0,senate,Income,12,Iowa,Other/No Answer
$50K-$100K,36.0,35.0,senate,Income,12,Iowa,Judge
$50K-$100K,36.0,62.0,senate,Income,12,Iowa,Grassley
$50K-$100K,36.0,3.0,senate,Income,12,Iowa,Other/No Answer
$100K or more,28.0,37.0,senate,Income,12,Iowa,Judge
$100K or more,28.0,61.0,senate,Income,12,Iowa,Grassley
$100K or more,28.0,2.0,senate,Income,12,Iowa,Other/No Answer
Under $50K,36.0,50.0,senate,Income,13,Iowa,Judge
Under $50K,36.0,46.0,senate,Income,13,Iowa,Grassley
Under $50K,36.0,4.0,senate,Income,13,Iowa,Other/No Answer
$50K or more,64.0,36.0,senate,Income,13,Iowa,Judge
$50K or more,64.0,62.0,senate,Income,13,Iowa,Grassley
$50K or more,64.0,2.0,senate,Income,13,Iowa,Other/No Answer
Under $100K,72.0,42.0,senate,Income,14,Iowa,Judge
Under $100K,72.0,54.0,senate,Income,14,Iowa,Grassley
Under $100K,72.0,4.0,senate,Income,14,Iowa,Other/No Answer
$100K or more,28.0,37.0,senate,Income,14,Iowa,Judge
$100K or more,28.0,61.0,senate,Income,14,Iowa,Grassley
$100K or more,28.0,2.0,senate,Income,14,Iowa,Other/No Answer
Democrats,31.0,79.0,senate,Party ID,15,Iowa,Judge
Democrats,31.0,18.0,senate,Party ID,15,Iowa,Grassley
Democrats,31.0,3.0,senate,Party ID,15,Iowa,Other/No Answer
Republicans,35.0,4.0,senate,Party ID,15,Iowa,Judge
Republicans,35.0,94.0,senate,Party ID,15,Iowa,Grassley
Republicans,35.0,2.0,senate,Party ID,15,Iowa,Other/No Answer
Independents,34.0,32.0,senate,Party ID,15,Iowa,Judge
Independents,34.0,64.0,senate,Party ID,15,Iowa,Grassley
Independents,34.0,4.0,senate,Party ID,15,Iowa,Other/No Answer
Democratic men,12.0,76.0,senate,Party by gender,16,Iowa,Judge
Democratic men,12.0,21.0,senate,Party by gender,16,Iowa,Grassley
Democratic men,12.0,3.0,senate,Party by gender,16,Iowa,Other/No Answer
Democratic women,19.0,81.0,senate,Party by gender,16,Iowa,Judge
Democratic women,19.0,17.0,senate,Party by gender,16,Iowa,Grassley
Democratic women,19.0,2.0,senate,Party by gender,16,Iowa,Other/No Answer
Republican men,18.0,5.0,senate,Party by gender,16,Iowa,Judge
Republican men,18.0,93.0,senate,Party by gender,16,Iowa,Grassley
Republican men,18.0,2.0,senate,Party by gender,16,Iowa,Other/No Answer
Republican women,16.0,3.0,senate,Party by gender,16,Iowa,Judge
Republican women,16.0,95.0,senate,Party by gender,16,Iowa,Grassley
Republican women,16.0,2.0,senate,Party by gender,16,Iowa,Other/No Answer
Independent men,17.0,29.0,senate,Party by gender,16,Iowa,Judge
Independent men,17.0,67.0,senate,Party by gender,16,Iowa,Grassley
Independent men,17.0,4.0,senate,Party by gender,16,Iowa,Other/No Answer
Independent women,17.0,34.0,senate,Party by gender,16,Iowa,Judge
Independent women,17.0,62.0,senate,Party by gender,16,Iowa,Grassley
Independent women,17.0,4.0,senate,Party by gender,16,Iowa,Other/No Answer
Liberal,23.0,76.0,senate,Ideology,17,Iowa,Judge
Liberal,23.0,22.0,senate,Ideology,17,Iowa,Grassley
Liberal,23.0,2.0,senate,Ideology,17,Iowa,Other/No Answer
Moderate,37.0,43.0,senate,Ideology,17,Iowa,Judge
Moderate,37.0,54.0,senate,Ideology,17,Iowa,Grassley
Moderate,37.0,3.0,senate,Ideology,17,Iowa,Other/No Answer
Conservative,40.0,9.0,senate,Ideology,17,Iowa,Judge
Conservative,40.0,89.0,senate,Ideology,17,Iowa,Grassley
Conservative,40.0,2.0,senate,Ideology,17,Iowa,Other/No Answer
Protestant,58.0,27.0,senate,Religion,18,Iowa,Judge
Protestant,58.0,70.0,senate,Religion,18,Iowa,Grassley
Protestant,58.0,3.0,senate,Religion,18,Iowa,Other/No Answer
Catholic,20.0,32.0,senate,Religion,18,Iowa,Judge
Catholic,20.0,67.0,senate,Religion,18,Iowa,Grassley
Catholic,20.0,1.0,senate,Religion,18,Iowa,Other/No Answer
Jewish,0.0,,senate,Religion,18,Iowa,Judge
Jewish,0.0,,senate,Religion,18,Iowa,Grassley
Jewish,0.0,,senate,Religion,18,Iowa,Other/No Answer
Another religion,6.0,,senate,Religion,18,Iowa,Judge
Another religion,6.0,,senate,Religion,18,Iowa,Grassley
Another religion,6.0,,senate,Religion,18,Iowa,Other/No Answer
No religion,16.0,70.0,senate,Religion,18,Iowa,Judge
No religion,16.0,25.0,senate,Religion,18,Iowa,Grassley
No religion,16.0,5.0,senate,Religion,18,Iowa,Other/No Answer
Weekly or more,32.0,24.0,senate,How often do you attend religious services?,19,Iowa,Judge
Weekly or more,32.0,74.0,senate,How often do you attend religious services?,19,Iowa,Grassley
Weekly or more,32.0,2.0,senate,How often do you attend religious services?,19,Iowa,Other/No Answer
Monthly,19.0,25.0,senate,How often do you attend religious services?,19,Iowa,Judge
Monthly,19.0,72.0,senate,How often do you attend religious services?,19,Iowa,Grassley
Monthly,19.0,3.0,senate,How often do you attend religious services?,19,Iowa,Other/No Answer
Few times a year,27.0,41.0,senate,How often do you attend religious services?,19,Iowa,Judge
Few times a year,27.0,57.0,senate,How often do you attend religious services?,19,Iowa,Grassley
Few times a year,27.0,2.0,senate,How often do you attend religious services?,19,Iowa,Other/No Answer
Never,22.0,66.0,senate,How often do you attend religious services?,19,Iowa,Judge
Never,22.0,29.0,senate,How often do you attend religious services?,19,Iowa,Grassley
Never,22.0,5.0,senate,How often do you attend religious services?,19,Iowa,Other/No Answer
Monthly or more,51.0,25.0,senate,How often do you attend religious services?,20,Iowa,Judge
Monthly or more,51.0,73.0,senate,How often do you attend religious services?,20,Iowa,Grassley
Monthly or more,51.0,2.0,senate,How often do you attend religious services?,20,Iowa,Other/No Answer
Less often than that,49.0,52.0,senate,How often do you attend religious services?,20,Iowa,Judge
Less often than that,49.0,45.0,senate,How often do you attend religious services?,20,Iowa,Grassley
Less often than that,49.0,3.0,senate,How often do you attend religious services?,20,Iowa,Other/No Answer
Yes,35.0,21.0,senate,White born-again or evangelical Christian?,21,Iowa,Judge
Yes,35.0,77.0,senate,White born-again or evangelical Christian?,21,Iowa,Grassley
Yes,35.0,2.0,senate,White born-again or evangelical Christian?,21,Iowa,Other/No Answer
No,65.0,47.0,senate,White born-again or evangelical Christian?,21,Iowa,Judge
No,65.0,50.0,senate,White born-again or evangelical Christian?,21,Iowa,Grassley
No,65.0,3.0,senate,White born-again or evangelical Christian?,21,Iowa,Other/No Answer
Veterans,14.0,34.0,senate,Served in the U.S. military,22,Iowa,Judge
Veterans,14.0,65.0,senate,Served in the U.S. military,22,Iowa,Grassley
Veterans,14.0,1.0,senate,Served in the U.S. military,22,Iowa,Other/No Answer
Non-veterans,86.0,40.0,senate,Served in the U.S. military,22,Iowa,Judge
Non-veterans,86.0,57.0,senate,Served in the U.S. military,22,Iowa,Grassley
Non-veterans,86.0,3.0,senate,Served in the U.S. military,22,Iowa,Other/No Answer
Foreign policy,12.0,57.0,senate,Most important issue facing the country,23,Iowa,Judge
Foreign policy,12.0,42.0,senate,Most important issue facing the country,23,Iowa,Grassley
Foreign policy,12.0,1.0,senate,Most important issue facing the country,23,Iowa,Other/No Answer
Immigration,12.0,18.0,senate,Most important issue facing the country,23,Iowa,Judge
Immigration,12.0,79.0,senate,Most important issue facing the country,23,Iowa,Grassley
Immigration,12.0,3.0,senate,Most important issue facing the country,23,Iowa,Other/No Answer
Economy,54.0,42.0,senate,Most important issue facing the country,23,Iowa,Judge
Economy,54.0,55.0,senate,Most important issue facing the country,23,Iowa,Grassley
Economy,54.0,3.0,senate,Most important issue facing the country,23,Iowa,Other/No Answer
Terrorism,18.0,27.0,senate,Most important issue facing the country,23,Iowa,Judge
Terrorism,18.0,72.0,senate,Most important issue facing the country,23,Iowa,Grassley
Terrorism,18.0,1.0,senate,Most important issue facing the country,23,Iowa,Other/No Answer
Offered legal status,65.0,46.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Judge
Offered legal status,65.0,50.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Grassley
Offered legal status,65.0,4.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Other/No Answer
Deported to home country,29.0,11.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Judge
Deported to home country,29.0,87.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Grassley
Deported to home country,29.0,2.0,senate,Illegal immigrants working in the U.S. should be:,24,Iowa,Other/No Answer
Help the country,56.0,49.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Judge
Help the country,56.0,48.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Grassley
Help the country,56.0,3.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Other/No Answer
Hurt the country,36.0,12.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Judge
Hurt the country,36.0,84.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Grassley
Hurt the country,36.0,4.0,senate,Do you think immigrants to the U.S. today:,25,Iowa,Other/No Answer
Creates U.S. jobs,42.0,36.0,senate,Effect of international trade,26,Iowa,Judge
Creates U.S. jobs,42.0,62.0,senate,Effect of international trade,26,Iowa,Grassley
Creates U.S. jobs,42.0,2.0,senate,Effect of international trade,26,Iowa,Other/No Answer
Takes away U.S. jobs,37.0,27.0,senate,Effect of international trade,26,Iowa,Judge
Takes away U.S. jobs,37.0,69.0,senate,Effect of international trade,26,Iowa,Grassley
Takes away U.S. jobs,37.0,4.0,senate,Effect of international trade,26,Iowa,Other/No Answer
Does not affect jobs,11.0,,senate,Effect of international trade,26,Iowa,Judge
Does not affect jobs,11.0,,senate,Effect of international trade,26,Iowa,Grassley
Does not affect jobs,11.0,,senate,Effect of international trade,26,Iowa,Other/No Answer
Whites are favored,30.0,65.0,senate,How do things work in the U.S. today?,27,Iowa,Judge
Whites are favored,30.0,32.0,senate,How do things work in the U.S. today?,27,Iowa,Grassley
Whites are favored,30.0,3.0,senate,How do things work in the U.S. today?,27,Iowa,Other/No Answer
Minorities are favored,23.0,12.0,senate,How do things work in the U.S. today?,27,Iowa,Judge
Minorities are favored,23.0,86.0,senate,How do things work in the U.S. today?,27,Iowa,Grassley
Minorities are favored,23.0,2.0,senate,How do things work in the U.S. today?,27,Iowa,Other/No Answer
No group is favored,40.0,24.0,senate,How do things work in the U.S. today?,27,Iowa,Judge
No group is favored,40.0,71.0,senate,How do things work in the U.S. today?,27,Iowa,Grassley
No group is favored,40.0,5.0,senate,How do things work in the U.S. today?,27,Iowa,Other/No Answer
Enthusiastic,2.0,,senate,Feelings about the federal government,28,Iowa,Judge
Enthusiastic,2.0,,senate,Feelings about the federal government,28,Iowa,Grassley
Enthusiastic,2.0,,senate,Feelings about the federal government,28,Iowa,Other/No Answer
Satisfied,27.0,64.0,senate,Feelings about the federal government,28,Iowa,Judge
Satisfied,27.0,34.0,senate,Feelings about the federal government,28,Iowa,Grassley
Satisfied,27.0,2.0,senate,Feelings about the federal government,28,Iowa,Other/No Answer
Dissatisfied,46.0,31.0,senate,Feelings about the federal government,28,Iowa,Judge
Dissatisfied,46.0,67.0,senate,Feelings about the federal government,28,Iowa,Grassley
Dissatisfied,46.0,2.0,senate,Feelings about the federal government,28,Iowa,Other/No Answer
Angry,24.0,13.0,senate,Feelings about the federal government,28,Iowa,Judge
Angry,24.0,83.0,senate,Feelings about the federal government,28,Iowa,Grassley
Angry,24.0,4.0,senate,Feelings about the federal government,28,Iowa,Other/No Answer
Enthusiastic/Satisfied,29.0,66.0,senate,Feelings about the federal government,29,Iowa,Judge
Enthusiastic/Satisfied,29.0,32.0,senate,Feelings about the federal government,29,Iowa,Grassley
Enthusiastic/Satisfied,29.0,2.0,senate,Feelings about the federal government,29,Iowa,Other/No Answer
Dissatisfied/Angry,70.0,24.0,senate,Feelings about the federal government,29,Iowa,Judge
Dissatisfied/Angry,70.0,73.0,senate,Feelings about the federal government,29,Iowa,Grassley
Dissatisfied/Angry,70.0,3.0,senate,Feelings about the federal government,29,Iowa,Other/No Answer
Strongly approve,27.0,84.0,senate,Opinion of Barack Obama as president,30,Iowa,Judge
Strongly approve,27.0,15.0,senate,Opinion of Barack Obama as president,30,Iowa,Grassley
Strongly approve,27.0,1.0,senate,Opinion of Barack Obama as president,30,Iowa,Other/No Answer
Somewhat approve,25.0,53.0,senate,Opinion of Barack Obama as president,30,Iowa,Judge
