ballot_measure_type,choice,is_winner,reporting_pct,state,summary,title,vote_pct,votes
State Ballot Measures,Reject,False,100.0,Rhode Island,The measure would approve the operation and construction of a gambling facility in the town of Tiverton.,Allow Tiverton Gaming,45.1,382142
State Ballot Measures,Approve,True,100.0,Rhode Island,This measure would amend the state constitution to grant authority to the Rhode Island Ethics Commission to investigate or prosecute legislators for alleged misconduct.,Expnd Ethics Comm Authority,78.1,636206
State Ballot Measures,Reject,False,100.0,Rhode Island,This measure would amend the state constitution to grant authority to the Rhode Island Ethics Commission to investigate or prosecute legislators for alleged misconduct.,Expnd Ethics Comm Authority,21.9,178154
State Ballot Measures,Approve,True,100.0,Rhode Island,This measure would issue general obligation bonds totaling $27 million for maintenance of veterans facilities and the construction of a new veterans home.,Approve Veterans Home Bonds,83.9,708708
State Ballot Measures,Reject,False,100.0,Rhode Island,This measure would issue general obligation bonds totaling $27 million for maintenance of veterans facilities and the construction of a new veterans home.,Approve Veterans Home Bonds,16.1,136206
State Ballot Measures,Approve,True,100.0,Rhode Island,The measure would issue general obligation bonds totaling $45.5 million for the funding of higher education projects.,Approve Public Univ Bonds,59.4,494408
State Ballot Measures,Reject,False,100.0,Rhode Island,The measure would issue general obligation bonds totaling $45.5 million for the funding of higher education projects.,Approve Public Univ Bonds,40.6,337358
State Ballot Measures,Approve,True,100.0,Rhode Island,This measure would issue general obligation bonds totaling $70 million for the funding of port infrastructure.,Approve Port Project Bonds,63.3,525232
State Ballot Measures,Reject,False,100.0,Rhode Island,This measure would issue general obligation bonds totaling $70 million for the funding of port infrastructure.,Approve Port Project Bonds,36.7,304748
State Ballot Measures,Approve,True,100.0,Rhode Island,This measure would issue general obligation bonds totaling $35 million for the funding of environmental and recreational projects.,Approve Green Economy Bonds,67.6,565588
State Ballot Measures,Reject,False,100.0,Rhode Island,This measure would issue general obligation bonds totaling $35 million for the funding of environmental and recreational projects.,Approve Green Economy Bonds,32.4,271174
State Ballot Measures,Approve,True,100.0,Rhode Island,This measure would issue general obligation bonds totaling $50 million for the funding of housing and urban renovation projects.,Approve Urban Housing Bonds,58.0,487240
State Ballot Measures,Reject,False,100.0,Rhode Island,This measure would issue general obligation bonds totaling $50 million for the funding of housing and urban renovation projects.,Approve Urban Housing Bonds,42.0,352962
Overall 2016 South Dakota Ballot Measures Election Results,No,True,100.0,South Dakota,The ballot will limit the ability to set statutory interest rates for loans.,Interest Rate Loophole,63.3,224850
Overall 2016 South Dakota Ballot Measures Election Results,Yes,False,100.0,South Dakota,The ballot will limit the ability to set statutory interest rates for loans.,Interest Rate Loophole,36.7,130606
Overall 2016 South Dakota Ballot Measures Election Results,No,True,100.0,South Dakota,This will establish nonpartisan elections.,Nonpartisan Elections,55.5,196767
Overall 2016 South Dakota Ballot Measures Election Results,Yes,False,100.0,South Dakota,This will establish nonpartisan elections.,Nonpartisan Elections,44.5,157844
Overall 2016 South Dakota Ballot Measures Election Results,Yes,True,100.0,South Dakota,This will place a 36 percent cap on interest rates for short-term loans.,Cap Interest Rates,75.6,270278
Overall 2016 South Dakota Ballot Measures Election Results,No,False,100.0,South Dakota,This will place a 36 percent cap on interest rates for short-term loans.,Cap Interest Rates,24.4,87347
Overall 2016 South Dakota Ballot Measures Election Results,Yes,True,100.0,South Dakota,"If passed, it would establish a publicly funded campaign system and would create an ethics commission.",Campaign Finance Overhaul,51.6,180580
Overall 2016 South Dakota Ballot Measures Election Results,No,False,100.0,South Dakota,"If passed, it would establish a publicly funded campaign system and would create an ethics commission.",Campaign Finance Overhaul,48.4,169220
Overall 2016 South Dakota Ballot Measures Election Results,No,True,100.0,South Dakota,Non-union workers could be subject to fees for representation.,Union Fees,79.7,279453
Overall 2016 South Dakota Ballot Measures Election Results,Yes,False,100.0,South Dakota,Non-union workers could be subject to fees for representation.,Union Fees,20.3,71240
State Ballot Measures,Yes,True,100.0,South Dakota,"The ballot would allow the South Dakota legislature to determine an entity to run technical schools, not the state's Board of Regents.",Tech College Autonomy,50.6,178187
State Ballot Measures,No,False,100.0,South Dakota,"The ballot would allow the South Dakota legislature to determine an entity to run technical schools, not the state's Board of Regents.",Tech College Autonomy,49.4,173924
State Ballot Measures,Yes,True,100.0,South Dakota,"It would give victims of crimes more rights, including restitution before the government receives it.",Crime Victim Rights,59.6,215262
State Ballot Measures,No,False,100.0,South Dakota,"It would give victims of crimes more rights, including restitution before the government receives it.",Crime Victim Rights,40.4,146073
State Ballot Measures,No,True,100.0,South Dakota,It will create an independent redistricting commission.,Redistricting Commission,57.0,198955
State Ballot Measures,Yes,False,100.0,South Dakota,It will create an independent redistricting commission.,Redistricting Commission,43.0,149926
State Ballot Measures,No,True,100.0,South Dakota,The ballot will limit the ability to set statutory interest rates for loans.,Interest Rate Loophole,63.3,224850
State Ballot Measures,Yes,False,100.0,South Dakota,The ballot will limit the ability to set statutory interest rates for loans.,Interest Rate Loophole,36.7,130606
State Ballot Measures,No,True,100.0,South Dakota,This will establish nonpartisan elections.,Nonpartisan Elections,55.5,196767
State Ballot Measures,Yes,False,100.0,South Dakota,This will establish nonpartisan elections.,Nonpartisan Elections,44.5,157844
State Ballot Measures,No,True,100.0,South Dakota,Primary election candidates for some offices must submit nominating petitions about a month earlier.,Election Deadlines,71.0,242107
State Ballot Measures,Yes,False,100.0,South Dakota,Primary election candidates for some offices must submit nominating petitions about a month earlier.,Election Deadlines,29.0,98649
State Ballot Measures,No,True,100.0,South Dakota,It lowers the minimum wage for workers under 18 from $8.50 to $7.50.,Youth Minimum Wage,71.1,256658
State Ballot Measures,Yes,False,100.0,South Dakota,It lowers the minimum wage for workers under 18 from $8.50 to $7.50.,Youth Minimum Wage,28.9,104172
State Ballot Measures,Yes,True,100.0,South Dakota,This will place a 36 percent cap on interest rates for short-term loans.,Cap Interest Rates,75.6,270278
State Ballot Measures,No,False,100.0,South Dakota,This will place a 36 percent cap on interest rates for short-term loans.,Cap Interest Rates,24.4,87347
State Ballot Measures,Yes,True,100.0,South Dakota,"If passed, it would establish a publicly funded campaign system and would create an ethics commission.",Campaign Finance Overhaul,51.6,180580
State Ballot Measures,No,False,100.0,South Dakota,"If passed, it would establish a publicly funded campaign system and would create an ethics commission.",Campaign Finance Overhaul,48.4,169220
State Ballot Measures,No,True,100.0,South Dakota,Non-union workers could be subject to fees for representation.,Union Fees,79.7,279453
State Ballot Measures,Yes,False,100.0,South Dakota,Non-union workers could be subject to fees for representation.,Union Fees,20.3,71240
Overall 2016 Utah Ballot Measures Election Results,For,True,76.2,Utah,"Changes the wording and provisions relating to expenditures, distribution and investment of the school fund.",Changes to State School Fund,63.6,475482
Overall 2016 Utah Ballot Measures Election Results,Against,False,76.2,Utah,"Changes the wording and provisions relating to expenditures, distribution and investment of the school fund.",Changes to State School Fund,36.4,272546
State Ballot Measures,For,True,76.6,Utah,Changes the oath of office for state officials to include the word Utah.,Oath of Office Word Change,64.6,485663
State Ballot Measures,Against,False,76.6,Utah,Changes the oath of office for state officials to include the word Utah.,Oath of Office Word Change,35.4,266431
State Ballot Measures,For,True,76.6,Utah,"Changes the wording and provisions relating to expenditures, distribution and investment of the school fund.",Changes to State School Fund,63.6,475482
State Ballot Measures,Against,False,76.6,Utah,"Changes the wording and provisions relating to expenditures, distribution and investment of the school fund.",Changes to State School Fund,36.4,272546
State Ballot Measures,Against,False,76.6,Utah,Allows the state to exempt tangible personal property leased by the state from paying property taxes.,State Gov Prop Tax Exemption,57.5,437065
State Ballot Measures,For,False,76.6,Utah,Allows the state to exempt tangible personal property leased by the state from paying property taxes.,State Gov Prop Tax Exemption,42.5,322421
Overall 2016 Virginia Ballot Measures Election Results,No,True,99.8,Virginia,Makes it illegal for workplaces to require labor union membership as a condition of employment.,Right to Work,53.2,1927724
Overall 2016 Virginia Ballot Measures Election Results,Yes,False,99.8,Virginia,Makes it illegal for workplaces to require labor union membership as a condition of employment.,Right to Work,46.8,1694085
State Ballot Measures,No,True,99.8,Virginia,Makes it illegal for workplaces to require labor union membership as a condition of employment.,Right to Work,53.2,1927724
State Ballot Measures,Yes,False,99.8,Virginia,Makes it illegal for workplaces to require labor union membership as a condition of employment.,Right to Work,46.8,1694085
State Ballot Measures,Yes,True,99.8,Virginia,Allows property tax exemptions for spouses of first responders killed while on the job.,Property Tax Exemptions,80.0,2929378
State Ballot Measures,No,False,99.8,Virginia,Allows property tax exemptions for spouses of first responders killed while on the job.,Property Tax Exemptions,20.0,732751
Overall 2016 Washington Ballot Measures Election Results,Yes,True,81.4,Washington,Incrementally increases the state minimum wage to $13.50 by 2020 and requires employers to provide paid sick leave.,Increase Minimum Wage,58.0,1436776
Overall 2016 Washington Ballot Measures Election Results,No,False,81.4,Washington,Incrementally increases the state minimum wage to $13.50 by 2020 and requires employers to provide paid sick leave.,Increase Minimum Wage,42.0,1040087
Overall 2016 Washington Ballot Measures Election Results,Yes,True,81.4,Washington,Authorizes courts to issue extreme risk protection orders to remove an individual from access to firearms.,Firearms Access,70.0,1737003
Overall 2016 Washington Ballot Measures Election Results,No,False,81.4,Washington,Authorizes courts to issue extreme risk protection orders to remove an individual from access to firearms.,Firearms Access,30.0,744029
State Ballot Measures,Yes,True,81.4,Washington,Incrementally increases the state minimum wage to $13.50 by 2020 and requires employers to provide paid sick leave.,Increase Minimum Wage,58.0,1436776
State Ballot Measures,No,False,81.4,Washington,Incrementally increases the state minimum wage to $13.50 by 2020 and requires employers to provide paid sick leave.,Increase Minimum Wage,42.0,1040087
State Ballot Measures,Yes,True,81.4,Washington,"Urges a federal constitutional amendment that limits constitutional rights to people, not corporations and excludes the spending of money as constitutionally protected free speech.",Oppose Citizens United,63.0,1488082
State Ballot Measures,No,False,81.4,Washington,"Urges a federal constitutional amendment that limits constitutional rights to people, not corporations and excludes the spending of money as constitutionally protected free speech.",Oppose Citizens United,37.0,874507
State Ballot Measures,Yes,True,81.4,Washington,Authorizes courts to issue extreme risk protection orders to remove an individual from access to firearms.,Firearms Access,70.0,1737003
State Ballot Measures,No,False,81.4,Washington,Authorizes courts to issue extreme risk protection orders to remove an individual from access to firearms.,Firearms Access,30.0,744029
State Ballot Measures,Yes,True,81.4,Washington,Increases criminal identity-theft penalties and expands civil liability for consumer fraud targeting seniors and vulnerable individuals.,Fraud Protection,71.0,1741854
State Ballot Measures,No,False,81.4,Washington,Increases criminal identity-theft penalties and expands civil liability for consumer fraud targeting seniors and vulnerable individuals.,Fraud Protection,29.0,710441
State Ballot Measures,No,True,81.4,Washington,Imposes certain limitations on the retail sales and use tax exemptions for clean alternative-fuel vehicles.,Fuel Tax Exemptions,59.3,1418167
State Ballot Measures,Yes,False,81.4,Washington,Imposes certain limitations on the retail sales and use tax exemptions for clean alternative-fuel vehicles.,Fuel Tax Exemptions,40.7,974664
State Ballot Measures,No,True,81.4,Washington,"Creates a campaign-finance system allowing residents to direct state funds to candidates, repeals the non-resident sales-tax exemption, restricts lobbying employment by certain former public employees and adds enforcement requirements.",Campaign Finance,53.5,1263148
State Ballot Measures,Yes,False,81.4,Washington,"Creates a campaign-finance system allowing residents to direct state funds to candidates, repeals the non-resident sales-tax exemption, restricts lobbying employment by certain former public employees and adds enforcement requirements.",Campaign Finance,46.5,1096943
State Ballot Measures,Approve,True,81.4,Washington,Requires the state redistricting commission to complete redistricting for state legislative and congressional districts 46 days earlier than required.,Redistricting,77.6,1743286
State Ballot Measures,Reject,False,81.4,Washington,Requires the state redistricting commission to complete redistricting for state legislative and congressional districts 46 days earlier than required.,Redistricting,22.4,504516
State Ballot Measures,Repealed,True,81.4,Washington,Extends the insurance premium tax to some insurance for stand-alone family dental plans.,Dental Insurance Tax,69.1,1572622
State Ballot Measures,Maintained,False,81.4,Washington,Extends the insurance premium tax to some insurance for stand-alone family dental plans.,Dental Insurance Tax,30.9,704024
State Ballot Measures,Repealed,True,81.4,Washington,Limit on tax exemptions,15 - Alternative-Fuel Vehicles,60.1,1359456
State Ballot Measures,Maintained,False,81.4,Washington,Limit on tax exemptions,15 - Alternative-Fuel Vehicles,39.9,903267
Overall 2016 Wyoming Ballot Measures Election Results,For,True,100.0,Wyoming,Allows the investment of billions more dollars of state funds in stocks.,Expand Funds Leg May Invest,56.3,132669
Overall 2016 Wyoming Ballot Measures Election Results,Against,False,100.0,Wyoming,Allows the investment of billions more dollars of state funds in stocks.,Expand Funds Leg May Invest,43.7,102987
State Ballot Measures,For,True,100.0,Wyoming,Allows the investment of billions more dollars of state funds in stocks.,Expand Funds Leg May Invest,56.3,132669
State Ballot Measures,Against,False,100.0,Wyoming,Allows the investment of billions more dollars of state funds in stocks.,Expand Funds Leg May Invest,43.7,102987
